"","age1.S","age2_no_comorbid.S","age2_comorbid.S","age3_no_comorbid.S","age3_comorbid.S"
"1",136,344,41,25,34
"2",171,377,46,25,39
"3",162,348,38,19,34
"4",157,356,47,16,29
"5",190,400,57,21,45
"6",186,392,49,24,36
"7",813,941,125,44,75
"8",814,941,125,44,75
"9",814,941,125,44,75
"10",186,352,41,14,37
"11",173,346,50,21,30
"12",811,941,125,44,75
"13",162,373,50,14,42
"14",184,400,45,21,38
"15",814,940,125,44,75
"16",802,930,125,44,75
"17",147,377,53,22,38
"18",814,941,125,44,75
"19",201,410,43,23,36
"20",173,333,53,17,36
"21",149,350,43,24,36
"22",814,939,125,44,75
"23",172,380,46,26,41
"24",813,939,125,44,75
"25",202,369,62,23,44
"26",170,377,48,30,40
"27",162,377,60,24,42
"28",194,397,52,31,38
"29",814,941,125,44,75
"30",814,941,125,44,75
"31",197,385,53,26,43
"32",813,941,125,44,75
"33",814,941,125,44,75
"34",814,941,125,44,75
"35",181,377,48,28,44
"36",210,425,47,26,43
"37",148,340,43,22,40
"38",814,941,125,43,75
"39",176,403,55,32,51
"40",200,375,47,23,33
"41",175,360,46,21,35
"42",149,366,60,27,38
"43",160,387,49,23,41
"44",814,940,125,44,75
"45",197,379,52,27,45
"46",179,344,43,22,38
"47",814,941,125,44,75
"48",210,404,60,27,42
"49",197,413,50,26,35
"50",814,941,125,44,75
"51",814,941,125,44,75
"52",813,941,125,44,75
"53",814,941,125,44,75
"54",814,941,125,44,75
"55",182,379,50,23,45
"56",164,364,51,18,45
"57",814,941,125,44,75
"58",814,940,125,44,75
"59",162,370,53,24,37
"60",814,941,125,44,75
"61",174,383,48,28,37
"62",190,387,67,23,40
"63",814,941,125,44,75
"64",171,339,50,21,45
"65",161,333,50,22,39
"66",171,369,42,25,44
"67",178,370,36,22,40
"68",186,370,54,18,45
"69",814,941,125,44,75
"70",185,430,52,24,49
"71",814,941,125,44,75
"72",168,362,42,20,37
"73",197,384,65,23,36
"74",150,338,36,20,42
"75",814,940,125,44,75
"76",814,941,125,44,75
"77",814,941,125,44,75
"78",148,353,43,21,40
"79",813,941,125,44,75
"80",210,392,51,27,44
"81",153,376,50,20,33
"82",814,941,125,44,75
"83",179,333,48,25,42
"84",177,373,54,22,43
"85",814,941,125,44,75
"86",180,379,42,22,36
"87",178,371,52,20,43
"88",814,941,125,44,75
"89",803,935,125,44,75
"90",814,941,125,44,75
"91",177,400,54,28,46
"92",814,941,125,44,75
"93",810,937,124,44,75
"94",205,426,40,28,42
"95",188,374,44,29,42
"96",168,356,47,22,36
"97",814,941,125,44,75
"98",814,941,125,44,75
"99",813,941,125,44,75
"100",812,941,125,44,75
"101",185,328,51,27,43
"102",814,940,125,44,75
"103",811,939,125,44,75
"104",813,940,125,44,75
"105",182,374,61,19,36
"106",154,351,56,21,44
"107",814,941,125,44,75
"108",169,359,45,25,47
"109",806,939,125,44,75
"110",199,443,60,24,37
"111",814,941,125,44,75
"112",814,941,125,44,75
"113",190,421,59,19,48
"114",176,366,42,23,42
"115",155,358,44,18,39
"116",170,349,50,28,39
"117",814,940,125,44,75
"118",166,389,57,28,41
"119",190,398,48,21,40
