"","age1_orange.S","age1_green.S","age2_no_comorbid_orange.S","age2_no_comorbid_green.S","age2_comorbid_green.S","age3_no_comorbid_green.S","age3_comorbid_green.S"
"1",7,0,51,7,11,8,14
"2",752,62,847,94,125,44,75
"3",4,2,58,8,12,15,16
"4",752,62,847,94,125,44,75
"5",7,0,31,5,8,7,14
"6",4,1,41,9,9,10,15
"7",10,0,65,5,3,9,9
"8",7,2,59,6,7,11,19
"9",5,0,41,10,5,5,17
"10",3,0,31,7,5,6,11
"11",752,62,847,94,125,44,75
"12",8,0,28,3,9,5,14
"13",752,62,847,94,125,44,75
"14",6,1,45,1,9,6,15
"15",2,1,35,8,11,9,18
"16",5,0,37,6,14,9,16
"17",2,1,42,10,7,11,29
"18",7,0,37,2,13,7,15
"19",752,62,847,94,125,44,75
"20",3,0,51,4,3,9,10
"21",752,62,847,94,125,44,75
"22",752,62,847,94,125,44,75
"23",6,0,37,3,4,7,15
"24",5,2,41,4,7,9,12
"25",3,0,58,6,11,4,16
"26",1,2,36,5,10,7,20
"27",3,0,39,5,10,14,13
"28",752,62,847,94,125,44,75
"29",7,3,38,7,16,11,13
"30",5,0,31,4,6,7,9
"31",752,62,847,94,125,44,75
"32",5,0,36,6,4,3,7
"33",6,2,38,7,8,6,13
"34",752,62,847,94,125,44,75
"35",2,1,40,4,6,2,12
"36",6,0,38,5,5,6,12
"37",6,0,48,2,9,7,12
"38",7,0,40,0,8,4,15
"39",9,0,50,3,4,4,11
"40",6,0,43,7,5,10,11
"41",6,1,44,3,9,8,13
"42",4,0,24,5,1,1,9
"43",3,0,43,6,13,8,18
"44",3,0,51,5,6,9,14
"45",4,0,34,2,2,9,9
"46",752,62,847,94,125,44,75
"47",3,0,53,7,11,11,13
"48",752,62,847,94,125,44,75
"49",2,0,46,5,11,8,14
"50",752,62,847,94,125,44,75
"51",752,62,847,94,125,44,75
"52",4,0,49,3,10,10,14
"53",4,2,47,7,11,5,10
"54",4,1,44,3,2,6,7
"55",2,0,40,8,4,9,12
"56",2,0,34,12,7,8,16
"57",4,1,45,11,8,7,23
"58",2,3,32,8,6,7,21
"59",752,62,847,94,125,44,75
"60",3,0,46,5,3,8,7
"61",3,1,49,11,10,3,12
"62",3,0,37,7,6,6,11
"63",5,1,44,7,9,10,18
"64",6,2,39,8,6,9,15
"65",0,0,37,5,6,11,12
"66",752,62,847,94,125,44,75
"67",3,0,38,5,6,3,11
"68",752,62,847,94,125,44,75
"69",1,2,51,8,6,5,18
"70",752,62,847,94,125,44,75
"71",4,0,50,3,4,7,12
"72",749,62,847,94,125,44,75
"73",1,1,25,6,13,5,12
"74",4,1,41,11,7,9,10
"75",752,62,847,94,125,44,75
"76",752,62,847,94,125,44,75
"77",8,2,49,6,8,11,11
"78",5,0,40,10,10,12,19
"79",8,1,42,11,4,12,23
