"","age1.A","age2_no_comorbid.A","age2_comorbid.A","age3_no_comorbid.A","age3_comorbid.A"
"1",108,111,111,113,113
"2",58,10,59,60,60
"3",171,175,175,178,178
"4",175,180,180,182,182
"5",84,87,87,89,89
"6",219,223,223,224,224
"7",157,161,161,163,163
"8",207,211,211,212,212
"9",29,11,29,29,29
"10",99,103,103,104,104
"11",259,264,264,266,266
"12",97,100,100,102,102
"13",332,336,336,338,338
"14",16,7,16,16,16
"15",204,207,207,209,209
"16",150,153,153,155,155
"17",277,282,282,284,284
"18",212,216,216,218,218
"19",112,115,115,117,117
"20",102,105,105,107,107
"21",167,170,170,171,171
"22",356,360,360,363,363
"23",259,262,262,264,264
"24",40,10,40,40,40
"25",39,10,39,39,39
"26",21,9,21,21,21
"27",83,87,87,88,88
"28",366,366,366,366,366
"29",224,229,229,231,231
"30",246,10,250,252,252
"31",115,119,119,121,121
"32",27,10,27,27,27
"33",63,65,65,67,67
"34",150,154,154,155,155
"35",31,9,32,32,32
"36",28,10,28,28,28
"37",19,8,19,19,19
"38",247,250,250,252,252
"39",23,8,23,23,23
"40",109,112,112,114,114
"41",161,165,165,168,168
"42",25,8,25,25,25
"43",145,148,148,150,150
"44",297,301,301,303,303
"45",106,109,109,110,110
"46",79,82,82,84,84
"47",239,243,243,244,244
"48",274,10,278,281,281
"49",328,332,332,335,335
"50",27,9,27,27,27
"51",177,181,181,183,183
"52",159,164,164,166,166
"53",114,118,118,120,120
"54",26,10,26,26,26
"55",186,189,189,191,191
"56",316,320,320,322,322
"57",243,247,247,249,249
"58",77,79,79,81,81
"59",218,223,223,225,225
"60",23,8,23,23,23
"61",28,10,28,28,28
"62",132,136,136,137,137
"63",241,245,245,247,247
"64",158,162,162,164,164
"65",28,10,28,28,28
"66",238,241,241,243,243
"67",100,103,103,105,105
"68",107,110,110,111,111
"69",112,115,115,117,117
"70",280,284,284,286,286
"71",215,218,218,220,220
"72",167,10,172,174,174
"73",324,328,328,330,330
"74",144,148,148,149,149
"75",24,9,24,24,24
"76",183,188,188,190,190
