"","age1.S","age2_no_comorbid.S","age2_comorbid.S","age3_no_comorbid.S","age3_comorbid.S"
"1",6,54,12,7,13
"2",10,46,6,6,14
"3",814,941,125,44,75
"4",811,938,125,44,75
"5",814,941,125,44,75
"6",15,53,12,5,14
"7",814,941,125,44,75
"8",9,65,11,6,16
"9",4,67,3,4,9
"10",814,941,125,44,75
"11",814,941,125,44,75
"12",814,941,125,44,75
"13",11,46,8,9,9
"14",813,939,125,44,75
"15",814,941,125,44,75
"16",11,65,9,3,13
"17",814,941,125,44,75
"18",9,78,15,7,14
"19",814,941,125,44,75
"20",11,59,5,7,13
"21",9,58,9,10,6
"22",6,70,4,4,7
"23",6,57,4,9,14
"24",814,941,125,44,75
"25",814,941,125,44,75
"26",11,77,6,3,11
"27",814,941,125,44,75
"28",6,50,10,6,14
"29",11,61,8,11,7
"30",6,49,7,6,10
"31",8,75,4,6,12
"32",9,61,2,9,10
"33",11,77,13,3,11
"34",814,941,125,44,75
"35",814,941,124,44,75
"36",814,941,125,44,75
"37",814,941,125,44,75
"38",7,42,7,2,11
"39",814,941,125,44,75
"40",814,941,125,44,75
"41",6,55,9,6,9
"42",814,941,125,44,75
"43",10,36,10,5,13
"44",10,77,13,4,17
"45",814,941,125,44,75
"46",814,941,125,44,75
"47",814,941,125,44,75
"48",8,68,7,6,13
"49",814,941,125,44,75
"50",9,70,7,7,15
