"","age1.S","age2_no_comorbid.S","age2_comorbid.S","age3_no_comorbid.S","age3_comorbid.S"
"1",257,481,61,25,44
"2",814,941,125,44,75
"3",814,941,125,44,75
"4",803,936,124,43,73
"5",814,941,125,44,75
"6",317,543,64,24,50
"7",814,940,125,44,75
"8",264,477,60,31,48
"9",813,940,125,44,75
"10",283,482,60,32,49
"11",814,941,125,44,75
"12",261,496,70,32,52
"13",812,941,125,44,75
"14",814,941,125,44,75
"15",814,941,125,44,75
"16",807,939,123,44,75
"17",814,940,125,44,75
"18",293,481,71,25,47
"19",810,939,124,44,75
"20",366,573,71,32,58
"21",809,939,124,44,75
"22",814,941,125,44,75
"23",813,940,125,44,75
"24",811,938,124,42,75
"25",813,941,125,44,75
"26",811,938,125,44,75
"27",276,495,54,28,48
"28",814,941,125,44,75
"29",790,921,120,44,74
"30",302,529,66,36,56
"31",814,941,125,44,75
"32",814,941,125,44,75
"33",226,464,56,29,52
"34",814,941,125,44,75
"35",260,470,75,26,52
"36",814,941,125,44,75
"37",812,937,124,43,75
"38",814,941,125,44,75
"39",808,940,125,44,75
"40",813,939,125,44,75
"41",812,940,125,44,75
"42",269,496,62,30,47
"43",814,941,125,44,75
"44",277,496,56,30,55
"45",814,941,125,44,75
"46",803,937,124,44,75
"47",814,941,125,44,75
"48",257,467,73,23,38
"49",814,941,125,44,75
"50",814,940,125,44,74
"51",814,939,125,44,75
"52",812,940,125,44,75
"53",814,941,125,44,75
"54",266,515,65,26,48
"55",252,460,64,27,46
"56",814,941,125,44,75
"57",309,533,66,31,49
"58",247,477,58,25,55
"59",811,940,125,44,75
"60",236,451,64,28,50
"61",232,450,65,21,50
"62",814,941,125,44,75
"63",386,575,79,32,57
"64",286,530,73,23,54
"65",262,472,69,26,42
"66",231,435,58,27,36
"67",814,941,125,44,75
"68",272,462,62,25,53
"69",327,562,78,30,53
"70",259,465,46,32,49
"71",814,941,125,44,75
"72",814,941,124,44,75
"73",814,938,125,44,75
"74",814,941,125,44,75
"75",813,939,125,44,75
"76",812,941,125,44,74
"77",256,468,57,23,43
"78",247,489,76,26,45
"79",306,508,67,28,57
"80",814,941,125,44,75
"81",796,928,122,44,74
"82",231,443,63,27,49
"83",238,469,57,19,39
"84",814,941,125,43,75
"85",303,487,71,27,51
"86",267,470,57,27,44
"87",295,468,74,33,46
"88",813,940,125,44,75
"89",258,479,62,27,51
"90",271,483,63,26,53
"91",814,941,125,44,75
"92",301,522,65,27,48
"93",349,576,70,25,56
"94",814,941,124,44,75
"95",274,494,63,34,50
"96",276,508,72,25,44
"97",266,499,70,29,49
"98",814,941,125,44,75
"99",232,451,67,30,52
"100",262,471,70,30,52
"101",234,441,59,27,53
"102",814,941,125,44,75
"103",271,509,57,31,54
"104",277,487,70,29,56
"105",226,436,66,29,39
"106",232,421,63,29,50
"107",814,941,125,44,75
"108",814,941,125,44,75
"109",814,941,125,44,75
"110",808,930,124,44,75
"111",813,941,125,44,75
"112",269,444,74,29,53
"113",809,940,125,44,75
"114",257,458,58,29,44
"115",245,494,55,29,50
"116",814,941,125,44,75
"117",814,941,125,44,75
"118",254,467,64,28,51
"119",284,508,58,28,51
"120",300,501,70,31,48
"121",306,524,74,30,57
"122",251,465,58,28,55
"123",273,489,67,27,50
"124",813,941,125,44,75
"125",813,941,125,44,75
"126",811,939,125,44,75
"127",242,459,51,29,39
"128",814,941,125,44,75
"129",813,941,125,44,75
"130",246,466,67,27,50
"131",800,935,125,43,74
"132",814,941,125,44,75
"133",285,474,68,24,42
"134",810,940,125,44,74
"135",813,941,125,44,75
"136",814,941,125,44,75
"137",814,941,125,44,75
"138",814,941,125,44,74
"139",247,457,57,29,48
"140",812,941,125,44,75
"141",814,941,125,44,75
"142",811,935,125,43,75
"143",808,939,125,44,75
"144",814,941,125,44,75
"145",814,941,125,44,75
"146",251,455,62,23,53
"147",296,535,75,30,55
"148",814,941,125,44,75
"149",814,941,125,44,75
"150",812,940,125,44,75
"151",291,516,69,32,51
"152",814,941,125,44,75
"153",813,939,123,43,75
"154",814,941,125,44,75
"155",814,941,125,44,75
"156",814,941,125,44,75
"157",814,941,125,44,75
"158",814,941,125,44,75
"159",814,941,125,44,75
"160",814,941,125,44,74
"161",813,941,125,44,75
"162",814,941,125,44,75
"163",814,940,125,44,75
"164",813,941,125,44,75
"165",262,468,63,25,38
"166",265,465,63,29,46
"167",806,937,125,44,75
"168",303,513,82,35,50
"169",814,941,125,44,75
"170",247,484,55,33,48
"171",814,941,125,44,75
"172",814,941,125,44,75
"173",813,941,125,44,75
"174",234,425,70,29,44
"175",250,483,59,30,43
"176",814,941,125,44,75
"177",814,941,125,44,75
"178",324,554,79,34,54
"179",814,941,125,44,75
"180",812,941,124,44,75
"181",275,467,64,26,52
"182",289,530,61,22,50
"183",814,941,125,44,75
"184",813,941,125,44,75
"185",240,455,61,25,49
"186",787,925,125,43,71
"187",813,939,125,44,74
"188",809,940,125,44,75
"189",218,453,65,28,43
"190",257,461,55,28,52
"191",813,941,125,44,74
"192",316,518,66,31,53
"193",287,479,66,29,51
"194",325,504,63,27,58
"195",814,941,125,44,75
"196",814,941,125,44,75
"197",336,560,70,29,54
"198",208,418,61,23,43
"199",808,936,125,44,75
"200",814,940,125,44,75
