"","age1.O","age2_no_comorbid.O","age2_comorbid.O","age3_no_comorbid.O","age3_comorbid.O"
"1",193,201,24,10,10
"2",0,1,0,0,0
"3",200,199,23,8,9
"4",200,202,27,9,8
"5",201,186,25,8,11
"6",0,1,0,0,0
"7",191,166,17,7,11
"8",165,162,13,6,7
"9",183,170,16,7,11
"10",180,182,28,9,11
"11",192,189,21,7,9
"12",184,161,19,7,8
"13",0,0,0,0,0
"14",171,182,25,8,8
"15",0,1,0,0,0
"16",194,195,21,8,9
"17",195,179,19,7,10
"18",0,1,0,0,0
"19",0,1,0,0,0
"20",209,189,25,10,12
"21",184,177,23,8,8
"22",199,174,18,11,7
"23",190,173,18,8,8
"24",199,181,23,7,9
"25",1,1,0,0,0
"26",0,1,0,0,0
"27",186,174,22,9,7
"28",203,165,25,9,9
"29",0,1,0,0,0
"30",191,174,21,6,10
"31",207,196,23,9,15
"32",209,192,24,5,8
"33",218,179,19,8,10
"34",187,172,20,9,11
"35",200,201,23,6,8
"36",174,194,23,9,11
"37",211,181,22,10,7
"38",188,171,22,9,10
"39",195,181,21,8,10
"40",193,181,23,7,13
"41",200,173,22,10,8
"42",186,178,17,8,7
"43",205,205,23,8,10
"44",179,188,21,8,13
"45",184,195,18,8,8
"46",1,0,0,0,0
"47",187,170,21,8,7
"48",0,1,0,0,0
"49",167,194,18,10,9
"50",183,186,19,9,10
"51",197,171,19,7,8
"52",210,194,20,7,8
"53",186,169,26,9,11
"54",181,200,20,8,8
"55",192,183,20,8,11
"56",191,168,18,8,9
"57",180,171,23,6,10
"58",0,1,0,0,0
"59",183,194,23,7,10
"60",195,186,19,8,9
"61",193,192,24,6,11
"62",228,194,24,7,12
"63",185,180,15,6,7
"64",211,199,24,6,12
"65",192,171,25,8,11
"66",195,189,19,7,8
"67",190,180,25,7,7
"68",192,174,28,9,12
"69",0,1,0,0,0
"70",177,168,23,8,13
"71",191,174,26,7,8
"72",183,186,20,8,10
"73",189,225,19,9,13
"74",196,168,23,9,13
"75",199,176,17,12,10
"76",201,169,21,11,7
"77",169,171,16,9,7
"78",190,179,19,8,7
"79",194,174,19,10,11
"80",176,180,18,10,13
"81",190,184,17,9,9
"82",0,0,0,0,0
"83",200,195,26,10,10
"84",182,198,25,6,9
"85",192,190,20,8,8
"86",181,177,25,8,11
"87",157,189,19,7,9
"88",192,213,24,5,9
"89",178,172,19,7,12
"90",178,165,17,8,6
"91",217,194,18,9,8
"92",185,163,17,9,13
"93",176,174,19,11,9
"94",170,190,20,12,10
"95",185,194,21,8,7
"96",202,178,14,7,9
"97",198,181,27,6,8
"98",195,196,23,7,8
"99",202,200,26,7,9
"100",180,167,21,8,7
"101",178,166,32,6,10
"102",179,174,22,7,9
"103",0,0,0,0,0
"104",203,188,20,7,10
"105",188,195,25,6,12
"106",205,180,25,8,11
"107",177,175,23,7,10
"108",200,185,22,9,7
"109",188,185,20,7,7
"110",0,1,0,0,0
"111",208,184,24,7,6
"112",205,185,24,7,10
"113",193,199,23,9,10
"114",173,170,17,6,9
"115",170,171,20,10,11
"116",188,173,24,8,9
"117",199,189,18,9,11
"118",183,177,21,6,10
"119",0,0,0,0,0
"120",167,173,19,8,7
"121",207,203,21,8,10
"122",180,214,27,10,7
"123",0,1,0,0,0
"124",189,190,23,6,7
"125",166,181,27,8,9
"126",196,188,24,8,12
"127",164,169,22,8,5
"128",193,180,24,7,8
"129",201,201,26,6,9
"130",185,178,27,9,9
"131",200,184,19,8,7
"132",211,182,23,9,10
"133",0,1,0,0,0
"134",177,185,18,6,10
"135",180,203,24,9,10
"136",184,192,19,7,8
"137",207,180,19,7,11
"138",169,167,19,6,11
"139",196,163,27,9,9
"140",197,184,20,8,13
"141",178,207,23,10,9
"142",160,171,27,8,12
"143",203,212,22,7,11
"144",184,199,22,6,8
"145",0,0,0,0,0
"146",214,173,25,9,9
"147",198,192,21,8,13
"148",177,214,18,7,9
"149",0,1,0,0,0
"150",0,1,0,0,0
"151",199,216,18,8,9
"152",211,210,25,7,10
"153",173,210,23,11,9
"154",179,180,21,7,10
"155",197,186,19,10,8
"156",189,189,19,5,9
"157",186,183,28,8,16
"158",209,213,27,7,13
"159",175,170,17,9,11
"160",213,195,21,11,10
"161",190,192,19,9,8
"162",208,174,27,6,10
"163",0,1,0,0,0
"164",199,167,28,7,8
"165",183,176,20,6,9
"166",1,1,0,0,0
"167",195,179,20,8,7
"168",203,207,27,8,6
"169",0,1,0,0,0
"170",198,190,22,16,7
"171",206,198,22,8,12
"172",172,166,22,9,11
"173",0,1,0,0,0
"174",195,188,22,7,10
"175",177,172,22,8,9
"176",174,180,23,8,6
"177",0,1,0,0,0
"178",182,166,18,5,9
"179",0,1,0,0,0
"180",200,183,24,7,8
"181",205,194,23,8,10
"182",181,187,28,6,9
"183",207,196,19,10,10
"184",187,168,22,6,8
"185",190,158,19,12,10
"186",171,188,21,8,13
"187",198,196,21,9,9
"188",185,215,26,11,12
"189",182,174,17,6,9
"190",181,154,19,7,8
"191",189,166,21,9,9
"192",202,185,23,13,11
"193",197,176,22,5,9
"194",206,196,19,11,11
"195",216,196,18,10,9
"196",205,209,17,8,8
"197",193,191,17,6,10
"198",193,210,26,7,9
"199",180,208,25,7,9
"200",189,169,18,8,10
"201",182,206,22,9,8
"202",0,1,0,0,0
"203",202,188,18,8,8
"204",188,185,20,8,8
"205",203,204,26,10,11
"206",178,176,18,7,7
"207",0,1,0,0,0
"208",202,187,25,10,11
"209",175,185,24,11,8
"210",167,167,22,10,10
"211",182,187,13,8,7
"212",199,179,24,14,9
"213",172,172,18,7,9
"214",160,155,16,6,8
"215",192,165,20,8,9
"216",205,180,19,6,9
"217",186,197,19,7,8
"218",197,201,23,6,9
"219",212,206,22,10,12
"220",0,1,0,0,0
"221",183,176,19,9,12
"222",0,1,0,0,0
"223",185,184,20,6,10
"224",194,182,23,6,8
"225",1,0,0,0,0
"226",183,182,19,8,11
"227",186,173,19,14,8
"228",168,172,21,8,9
"229",192,182,21,7,10
"230",190,181,22,7,6
"231",196,169,29,9,8
"232",0,1,0,0,0
"233",197,193,22,10,10
"234",168,179,23,9,9
"235",0,1,0,0,0
"236",191,186,24,8,10
"237",190,184,18,10,9
"238",209,194,19,8,7
"239",206,169,26,8,9
"240",183,196,18,10,8
"241",0,1,0,0,0
"242",186,197,18,7,9
"243",170,171,24,11,8
"244",0,1,0,0,0
"245",191,170,22,5,11
"246",173,189,19,7,9
"247",0,1,0,0,0
"248",0,1,0,0,0
"249",184,178,17,7,11
"250",198,180,17,7,10
"251",204,195,20,10,10
"252",173,182,24,7,10
"253",0,1,0,0,0
"254",177,200,23,6,10
"255",0,1,0,0,0
"256",0,1,0,0,0
"257",186,178,24,8,8
"258",177,183,20,10,9
"259",212,190,17,10,11
"260",178,183,19,8,10
"261",157,177,21,11,8
"262",169,169,22,11,8
"263",2,1,0,0,0
"264",187,192,25,7,10
"265",195,184,19,6,10
"266",192,179,22,7,8
"267",156,197,23,9,10
"268",0,1,0,0,0
"269",195,194,26,7,11
"270",196,178,26,7,10
"271",188,189,20,9,6
"272",191,185,18,10,9
"273",151,165,18,5,8
"274",199,201,26,8,11
"275",186,195,25,11,8
"276",184,208,22,8,11
"277",175,183,20,8,7
"278",212,189,19,8,9
"279",168,176,18,7,8
"280",184,187,22,7,9
"281",206,209,22,10,9
"282",188,198,22,10,12
"283",171,179,19,8,9
"284",182,178,18,7,8
"285",187,178,23,12,10
"286",0,1,0,0,0
"287",187,163,18,9,8
"288",0,0,0,0,0
"289",212,177,29,12,12
"290",194,204,26,8,11
"291",207,185,23,8,7
"292",203,200,21,7,8
"293",181,163,21,10,11
"294",0,1,0,0,0
"295",196,180,19,8,8
"296",169,196,20,10,8
"297",189,191,19,7,10
"298",198,175,20,7,9
"299",190,171,22,9,7
"300",179,187,23,8,9
"301",175,187,17,10,7
"302",215,178,20,8,8
"303",199,187,18,12,10
"304",217,203,22,8,8
"305",202,189,22,8,9
"306",204,179,24,9,7
"307",0,1,0,0,0
"308",193,177,20,7,14
"309",173,176,21,7,11
"310",219,214,20,7,8
"311",197,191,28,7,11
"312",195,211,21,8,11
"313",199,165,20,7,10
"314",179,177,21,9,8
"315",193,195,23,7,10
"316",164,193,23,6,11
"317",0,0,0,0,0
"318",2,0,0,0,0
"319",220,201,20,9,7
"320",0,0,0,0,0
"321",0,1,0,0,0
"322",204,183,20,8,11
"323",195,172,18,10,9
"324",164,164,18,5,8
"325",180,169,19,7,7
"326",0,1,0,0,0
"327",180,170,25,8,9
"328",194,163,27,7,13
"329",180,175,20,8,11
"330",188,195,17,6,9
"331",195,205,21,9,10
"332",0,1,0,0,0
"333",199,190,20,10,10
"334",171,189,22,5,10
"335",190,200,22,10,6
"336",185,182,19,6,7
"337",206,203,23,7,9
"338",206,190,25,9,8
"339",192,177,18,8,8
"340",191,189,22,5,5
"341",201,178,19,8,11
"342",192,204,26,7,13
"343",193,194,24,10,8
"344",193,175,27,8,10
"345",202,200,25,7,7
"346",202,165,25,7,11
"347",197,189,23,8,10
"348",182,207,25,6,6
"349",172,148,19,8,6
"350",192,166,19,6,8
"351",161,172,21,8,7
"352",0,1,0,0,0
"353",220,188,20,7,10
"354",195,193,22,8,10
"355",225,208,19,7,8
"356",191,214,24,9,10
"357",208,169,27,6,11
"358",190,184,22,7,10
"359",198,209,18,9,8
"360",0,0,0,0,0
"361",188,188,20,8,10
"362",193,166,23,5,14
"363",178,168,19,6,11
"364",181,158,20,7,9
"365",195,191,19,6,9
"366",170,175,18,6,9
"367",158,168,24,11,6
"368",0,1,0,0,0
"369",211,178,22,8,9
"370",212,202,21,9,10
"371",184,218,23,7,10
"372",188,176,19,8,11
"373",195,188,22,8,13
"374",209,190,18,10,7
"375",172,181,21,9,8
"376",208,197,23,8,8
"377",197,190,21,8,10
"378",192,178,24,7,8
"379",174,188,17,9,10
"380",178,208,19,8,11
"381",171,159,21,5,9
"382",170,174,24,6,13
"383",191,181,19,7,8
"384",199,201,20,7,10
"385",182,172,21,8,10
"386",0,1,0,0,0
"387",186,180,18,5,11
"388",213,177,20,8,12
"389",190,176,24,7,11
"390",217,186,24,6,14
"391",214,184,20,11,10
"392",196,184,21,13,12
"393",192,182,19,8,6
"394",190,168,18,7,9
"395",0,0,0,0,0
"396",200,199,27,8,10
"397",0,1,0,0,0
"398",0,0,0,0,0
"399",178,193,22,8,9
"400",213,172,18,8,10
"401",0,1,0,0,0
"402",166,188,17,9,7
"403",183,187,19,8,7
"404",177,191,19,8,11
"405",198,187,20,8,8
"406",224,194,27,8,8
"407",172,182,21,9,8
"408",173,182,19,6,11
"409",175,169,21,9,13
"410",205,179,23,8,8
"411",179,180,19,10,10
"412",208,217,27,5,8
"413",185,194,22,7,8
"414",192,181,19,6,10
"415",185,205,23,8,11
"416",219,216,28,8,7
"417",187,193,21,7,6
"418",181,171,22,9,12
"419",197,185,26,4,7
"420",191,182,19,10,10
"421",191,175,21,9,11
"422",187,172,23,9,11
"423",0,1,0,0,0
"424",181,172,17,11,10
"425",178,173,18,6,6
"426",164,180,19,5,11
"427",169,175,19,11,9
"428",224,197,22,6,11
"429",173,189,21,9,9
"430",177,182,24,7,5
"431",0,1,0,0,0
"432",0,0,0,0,0
"433",184,190,22,7,8
"434",179,197,23,6,10
"435",203,225,27,7,12
"436",176,198,17,6,10
"437",180,181,25,8,9
"438",194,174,20,9,8
"439",198,167,17,7,7
"440",0,1,0,0,0
"441",174,192,19,10,7
"442",188,172,22,10,10
"443",209,207,24,7,7
"444",179,198,28,10,11
"445",192,175,20,11,9
"446",183,165,22,7,8
"447",181,186,23,7,9
"448",194,182,21,9,9
"449",197,180,24,6,9
"450",176,160,25,6,8
"451",187,184,17,7,7
"452",199,177,19,7,8
"453",0,0,0,0,0
"454",207,166,23,8,7
"455",166,180,28,5,9
"456",180,195,22,7,11
"457",209,190,17,9,10
"458",188,201,24,8,12
"459",190,184,22,6,8
"460",173,193,19,9,8
"461",177,163,22,8,9
"462",198,201,28,5,7
"463",207,199,23,5,14
"464",168,192,23,11,7
"465",0,0,0,0,0
"466",184,193,24,7,8
"467",0,0,0,0,0
"468",0,1,0,0,0
"469",182,182,22,6,8
"470",204,211,24,9,10
"471",178,169,21,4,11
"472",179,179,28,7,11
"473",0,1,0,0,0
"474",0,1,0,0,0
"475",0,1,0,0,0
"476",192,185,19,9,9
"477",203,181,23,12,9
"478",182,188,20,11,10
"479",171,151,21,7,8
"480",208,180,25,9,10
"481",195,169,23,7,11
"482",165,176,22,8,12
"483",184,186,18,10,8
"484",194,181,26,9,9
"485",0,1,0,0,0
"486",212,198,25,9,10
"487",192,191,27,10,12
"488",191,215,26,7,9
"489",208,168,24,10,8
"490",162,189,22,7,9
"491",0,1,0,0,0
"492",193,182,23,7,8
"493",0,1,0,0,0
"494",195,172,27,9,12
"495",183,171,20,5,8
"496",183,199,22,13,10
"497",191,197,20,7,7
"498",212,180,27,8,9
"499",215,212,17,7,9
"500",168,168,24,8,7
"501",202,211,20,8,10
"502",212,188,19,9,8
"503",186,172,21,8,7
"504",186,171,23,8,8
"505",189,206,19,8,7
"506",177,182,18,10,10
"507",200,179,19,6,9
"508",197,193,22,11,6
"509",0,1,0,0,0
"510",197,167,19,6,12
"511",201,167,24,9,11
"512",186,190,24,9,9
"513",180,171,19,10,9
"514",0,1,0,0,0
"515",206,189,18,6,10
"516",182,188,25,15,10
"517",0,1,0,0,0
"518",0,1,0,0,0
"519",165,182,20,6,11
"520",207,190,23,9,7
"521",197,168,20,5,9
"522",187,179,18,6,8
"523",203,192,20,7,12
"524",213,209,21,7,8
"525",186,189,25,7,9
"526",178,176,19,8,12
"527",177,177,22,7,8
"528",198,177,21,6,7
"529",189,196,22,12,9
"530",207,180,25,7,7
"531",194,182,19,6,10
"532",214,210,23,7,14
"533",0,1,0,0,0
"534",184,170,24,9,7
"535",178,196,21,7,12
"536",0,1,0,0,0
"537",160,171,16,9,6
"538",186,163,22,8,11
"539",0,1,0,0,0
"540",192,188,22,7,9
"541",178,195,20,6,8
"542",200,206,18,11,9
"543",0,1,0,0,0
"544",188,179,24,7,10
"545",185,165,19,8,10
"546",187,184,22,8,11
"547",210,195,22,6,7
"548",200,181,23,7,9
"549",191,196,26,7,9
"550",0,1,0,0,0
"551",195,190,23,6,8
"552",165,171,21,5,9
"553",0,1,0,0,0
"554",0,1,0,0,0
"555",191,188,20,8,10
"556",191,171,19,8,5
"557",176,190,20,9,7
"558",0,1,0,0,0
"559",193,180,19,6,10
"560",194,188,22,8,11
"561",202,198,18,11,8
"562",215,169,24,7,7
"563",193,186,20,8,9
"564",0,1,0,0,0
"565",199,177,19,8,10
"566",180,182,17,9,8
"567",180,203,22,7,9
"568",196,197,20,5,9
"569",179,177,17,8,8
"570",0,0,0,0,0
"571",193,184,20,8,12
"572",0,1,0,0,0
"573",182,204,22,9,7
"574",172,168,23,8,11
"575",179,164,24,6,12
"576",216,214,21,7,11
"577",208,175,24,10,10
"578",168,178,20,9,15
"579",0,2,0,0,0
"580",0,1,0,0,0
"581",211,211,22,8,10
"582",175,185,21,6,9
"583",189,166,22,5,6
"584",196,200,24,6,11
"585",191,194,20,8,9
"586",192,185,21,7,11
