"","age1_orange.H","age1_green.H","age2_no_comorbid_orange.H","age2_no_comorbid_green.H","age2_comorbid_green.H","age3_no_comorbid_green.H","age3_comorbid_green.H"
"1",23,3,27,4,8,5,5
"2",18,1,17,4,10,3,6
"3",16,2,14,4,5,3,9
"4",21,5,19,4,10,3,10
"5",0,0,0,0,0,0,0
"6",13,2,21,2,9,2,11
"7",0,0,0,0,0,0,0
"8",21,2,16,2,8,3,8
"9",25,2,26,4,9,3,12
"10",20,2,18,4,10,5,9
"11",14,2,19,3,7,4,8
"12",19,3,15,2,7,5,7
"13",20,2,21,2,6,3,7
"14",0,0,0,0,0,0,0
"15",14,2,23,3,9,4,8
"16",20,2,16,2,6,3,9
"17",0,0,0,0,0,0,0
"18",0,0,0,0,0,0,0
"19",20,0,22,0,0,0,0
"20",18,2,20,2,11,2,9
"21",23,3,22,3,8,5,9
"22",15,4,23,2,6,3,8
"23",0,0,0,0,0,0,0
"24",19,2,14,1,11,1,9
"25",14,1,20,4,9,2,12
"26",24,2,18,3,9,3,7
"27",18,3,20,3,9,3,7
"28",17,2,14,2,10,3,10
"29",0,0,0,0,0,0,0
"30",22,3,15,4,6,3,9
"31",16,1,24,2,10,4,9
"32",15,4,21,2,9,2,8
"33",18,1,25,2,8,2,10
"34",19,2,22,3,8,2,10
"35",18,4,16,5,10,3,8
"36",17,1,22,2,7,4,9
"37",20,2,14,4,8,2,7
"38",18,2,20,5,12,3,12
"39",17,4,21,4,10,2,10
"40",14,3,16,5,8,2,7
"41",17,3,19,2,8,1,7
"42",14,3,25,2,7,3,9
"43",19,1,29,2,6,7,9
"44",25,3,19,3,10,4,8
"45",17,1,20,3,7,2,7
"46",12,2,17,2,9,4,9
"47",19,2,18,1,5,1,7
"48",22,1,16,3,11,3,5
"49",13,2,18,1,6,2,10
"50",0,0,0,0,0,0,0
"51",0,0,0,0,0,0,0
"52",14,2,24,3,15,3,10
"53",28,3,25,3,7,2,5
"54",12,5,25,4,7,5,14
"55",16,3,20,4,6,3,12
"56",14,1,15,2,8,2,13
"57",16,4,18,3,14,1,10
"58",16,4,16,3,6,8,7
"59",17,3,16,2,9,2,8
"60",18,4,15,3,8,6,11
"61",15,1,22,2,16,3,7
"62",18,3,17,3,9,4,14
"63",15,2,21,2,7,4,7
"64",19,3,19,4,7,2,10
"65",21,1,18,4,12,2,8
"66",15,2,22,4,10,2,9
"67",20,3,23,4,9,2,11
