"","age1.S","age2_no_comorbid.S","age2_comorbid.S","age3_no_comorbid.S","age3_comorbid.S"
"1",5,47,7,8,12
"2",814,941,125,44,75
"3",20,82,13,10,17
"4",20,89,12,6,18
"5",0,16,0,0,7
"6",812,941,125,44,75
"7",3,41,8,8,9
"8",80,245,34,18,27
"9",814,941,125,44,75
"10",58,229,30,19,29
"11",814,941,125,44,75
"12",6,52,6,3,10
"13",17,92,15,10,11
"14",3,25,7,4,8
"15",17,65,8,14,12
"16",3,22,6,4,6
"17",814,941,125,44,75
"18",814,941,125,44,75
"19",10,75,9,11,9
"20",21,140,11,10,23
"21",10,53,10,8,13
"22",8,43,11,5,6
"23",15,72,8,9,9
"24",14,83,12,5,12
"25",12,60,8,8,13
"26",31,159,24,8,26
"27",15,88,10,9,11
"28",814,941,124,43,75
"29",814,941,125,44,75
"30",24,104,11,9,12
"31",3,64,3,5,10
"32",12,88,15,9,19
"33",3,30,7,10,10
"34",13,83,7,8,18
"35",7,81,11,4,19
"36",6,41,7,8,7
"37",23,108,18,9,19
"38",11,70,11,6,12
"39",4,33,7,3,10
"40",6,57,2,6,9
"41",3,59,3,6,5
"42",6,48,8,3,13
"43",814,941,125,44,75
"44",9,54,7,8,7
"45",24,91,15,8,14
"46",10,64,5,10,13
"47",1,35,1,5,4
"48",19,82,11,5,21
"49",0,14,2,2,2
"50",22,88,17,13,18
"51",8,53,5,4,13
"52",8,73,7,9,13
"53",3,16,3,5,5
"54",9,74,5,4,20
"55",6,68,8,6,12
"56",6,62,11,7,11
"57",814,941,125,44,75
"58",13,81,13,8,13
"59",0,29,8,9,7
"60",1,16,1,3,5
"61",18,75,7,10,11
"62",4,30,5,5,10
"63",43,138,21,17,24
"64",11,74,12,13,11
"65",4,38,6,4,10
"66",37,134,20,13,29
"67",814,941,125,44,75
"68",15,82,12,12,14
"69",18,88,12,7,19
"70",19,79,10,5,20
"71",3,47,9,4,9
"72",0,17,5,2,5
"73",5,43,4,4,7
"74",13,76,11,7,15
"75",8,41,6,8,10
"76",9,64,11,7,13
"77",4,36,5,3,9
"78",3,43,6,2,12
"79",5,27,3,6,14
"80",3,51,7,4,9
"81",17,86,10,4,12
"82",0,21,4,4,3
"83",4,48,9,4,6
"84",50,147,14,12,25
"85",19,85,17,12,20
"86",8,83,12,7,10
"87",814,941,125,44,75
"88",56,191,24,17,25
"89",8,68,5,9,15
"90",4,75,14,9,19
"91",813,941,125,44,75
"92",814,941,125,44,75
"93",813,937,124,44,75
"94",6,47,11,12,5
"95",66,203,26,11,24
"96",9,40,7,6,6
"97",813,940,124,44,75
"98",8,52,9,9,13
"99",3,58,10,4,13
"100",6,46,5,8,8
