"","age1_orange.O","age1_green.O","age2_no_comorbid_orange.O","age2_no_comorbid_green.O","age2_comorbid_green.O","age3_no_comorbid_green.O","age3_comorbid_green.O"
"1",131,0,123,0,0,0,0
"2",142,0,120,0,0,0,0
"3",137,1,145,0,0,0,0
"4",123,9,133,8,6,7,6
"5",128,10,120,14,12,4,6
"6",142,0,135,0,0,0,0
"7",148,13,123,14,13,5,6
"8",157,0,139,0,0,0,0
"9",0,0,1,0,0,0,0
"10",133,9,128,10,11,3,4
"11",143,0,143,0,0,0,0
"12",125,12,132,13,17,5,6
"13",130,0,116,0,0,0,0
"14",0,0,1,0,0,0,0
"15",138,0,122,0,1,0,1
"16",140,14,144,12,12,3,5
"17",131,14,118,15,14,5,5
"18",157,9,164,11,9,5,5
"19",140,0,151,0,0,0,0
"20",139,1,114,0,0,0,0
"21",133,0,133,1,0,0,0
"22",140,12,127,13,14,6,7
"23",154,11,149,10,12,7,5
"24",116,0,133,0,0,0,0
"25",127,0,114,0,1,0,1
"26",131,0,142,0,0,0,0
"27",138,0,136,0,0,0,1
"28",151,1,144,2,3,0,1
"29",134,0,111,0,0,0,0
"30",123,0,137,0,0,0,0
"31",121,0,125,0,0,0,0
"32",0,0,1,0,0,0,0
"33",139,11,139,15,13,5,8
"34",134,11,131,14,10,3,5
"35",0,0,0,0,0,0,0
"36",1,0,1,0,0,0,0
"37",141,0,145,0,0,0,0
"38",121,13,94,18,14,5,5
"39",151,0,150,0,0,0,0
"40",134,1,142,1,1,0,0
"41",156,0,132,0,0,0,0
"42",128,0,122,0,0,0,0
"43",116,0,128,0,0,0,0
"44",134,0,116,0,0,0,0
"45",139,13,153,15,13,4,5
"46",126,0,139,0,0,0,0
"47",153,12,136,17,12,5,6
"48",0,0,0,0,0,0,0
"49",0,0,0,0,0,0,0
"50",137,0,155,0,0,0,0
"51",124,13,119,11,10,5,5
"52",119,14,114,16,16,4,4
"53",148,0,150,0,0,0,0
"54",143,7,122,12,14,5,7
"55",144,0,131,0,1,0,0
"56",0,0,1,0,0,0,0
"57",0,0,1,0,0,0,0
"58",133,11,128,14,11,7,7
"59",146,12,114,13,14,7,3
"60",141,0,132,0,0,0,0
"61",162,11,153,11,12,4,4
"62",129,9,130,10,8,4,6
"63",0,0,0,0,0,0,0
"64",149,0,150,0,0,0,0
"65",143,7,137,8,10,5,5
"66",124,0,138,0,0,0,0
"67",148,11,135,14,15,6,9
"68",1,0,1,0,0,0,0
"69",134,0,151,0,0,0,0
"70",140,14,138,15,12,6,5
"71",145,0,117,0,0,0,0
"72",120,0,124,0,0,0,0
"73",164,7,148,11,7,3,4
"74",0,0,1,0,0,0,0
"75",149,0,151,0,0,0,0
"76",0,0,0,0,0,0,0
"77",142,0,141,0,0,0,0
"78",1,0,1,0,0,0,0
"79",146,0,124,0,0,0,0
"80",144,10,148,15,12,4,6
"81",143,6,151,11,9,3,4
"82",157,0,135,0,0,0,0
"83",145,9,145,9,13,4,5
"84",131,0,120,0,0,0,0
"85",0,0,1,0,0,0,0
"86",113,12,126,14,13,4,7
"87",132,12,140,10,17,5,11
"88",141,0,125,0,0,0,1
"89",134,19,128,14,16,7,6
"90",135,0,120,0,0,0,0
"91",0,0,1,0,0,0,0
"92",0,0,1,0,0,0,0
"93",120,0,117,0,0,0,0
"94",145,13,121,13,9,6,5
"95",145,0,137,1,0,0,0
"96",135,0,142,0,0,0,0
"97",146,15,116,16,16,6,7
"98",120,11,123,11,15,4,6
"99",0,0,1,0,0,0,0
"100",148,0,117,0,0,0,0
"101",139,0,134,0,0,0,0
"102",0,0,1,0,0,0,0
"103",105,10,115,9,11,3,3
"104",152,14,150,17,16,6,5
"105",140,15,129,16,15,6,6
"106",1,0,1,0,0,0,0
"107",108,14,119,13,11,3,7
"108",134,0,154,0,0,0,0
"109",0,0,1,0,0,0,0
"110",134,0,102,0,0,0,0
"111",124,0,123,0,0,0,0
"112",140,0,145,0,0,0,0
"113",112,0,107,0,0,0,0
"114",145,0,141,0,0,0,0
"115",0,0,0,0,0,0,0
"116",143,0,132,0,0,0,0
"117",144,0,127,1,0,0,0
"118",0,0,0,0,0,0,0
"119",137,10,125,9,17,3,5
"120",124,9,132,8,8,4,7
"121",137,1,135,0,0,0,0
"122",139,0,126,1,0,0,0
"123",142,0,121,1,0,0,0
"124",143,11,139,9,12,5,4
"125",0,0,1,0,0,0,0
"126",135,10,142,12,9,4,5
"127",141,0,137,0,0,0,0
"128",139,0,130,1,0,0,0
"129",1,0,1,0,0,0,0
"130",1,0,1,0,0,0,0
"131",158,0,142,0,0,0,0
"132",144,12,103,8,12,4,5
"133",138,11,129,16,13,4,6
"134",140,0,118,0,0,0,0
"135",133,0,118,0,0,0,0
"136",137,13,124,10,13,6,7
"137",152,14,135,14,15,6,6
"138",133,7,120,11,10,8,4
"139",134,14,145,14,13,6,5
"140",142,0,144,0,0,0,0
"141",143,12,132,16,17,6,7
"142",142,0,142,0,1,0,0
"143",0,0,1,0,0,0,0
"144",128,14,121,15,18,6,6
"145",146,0,120,0,0,0,0
"146",134,0,140,0,0,0,0
"147",2,0,2,0,0,0,0
"148",123,11,143,12,15,7,7
"149",129,0,140,0,0,0,0
"150",149,0,140,0,1,0,1
"151",174,0,141,0,0,0,0
"152",155,0,146,0,0,0,1
"153",158,13,153,17,13,6,6
"154",119,0,127,0,0,0,0
"155",142,11,115,9,10,4,5
"156",147,10,156,12,15,6,8
"157",146,11,136,17,12,5,6
"158",162,0,141,0,0,0,0
"159",135,0,140,0,0,0,0
"160",145,10,142,13,18,6,6
"161",125,14,130,15,14,10,5
"162",144,10,116,12,12,6,4
"163",138,1,126,0,1,0,0
"164",152,0,125,0,0,0,0
"165",0,0,1,0,0,0,0
"166",128,14,124,10,11,5,8
"167",125,0,137,0,0,0,0
"168",142,0,140,0,0,0,0
"169",0,0,1,0,0,0,0
"170",139,7,124,11,12,7,4
"171",152,7,130,14,12,5,4
"172",147,7,148,12,10,6,3
"173",147,1,132,0,1,1,1
"174",126,1,132,0,0,0,0
"175",150,0,127,0,0,0,0
"176",137,0,127,0,0,0,0
"177",0,0,1,0,0,0,0
"178",138,0,132,1,0,0,0
"179",117,12,131,14,13,5,6
"180",128,0,139,0,0,1,1
"181",138,9,139,9,11,5,5
"182",0,0,1,0,0,0,0
"183",143,0,125,0,0,0,0
"184",145,14,149,16,22,5,6
"185",136,0,116,0,0,0,0
"186",137,0,137,0,0,0,0
"187",129,12,143,9,10,4,5
"188",149,0,144,0,1,0,0
"189",132,9,122,12,11,5,4
"190",134,1,148,1,1,0,0
"191",132,0,133,1,0,0,0
"192",138,15,125,13,15,3,7
"193",114,8,118,12,9,3,5
"194",139,2,150,0,1,0,1
"195",146,14,140,14,9,5,6
"196",139,0,122,0,1,0,0
"197",156,13,140,13,21,6,6
"198",145,16,155,15,11,4,8
"199",108,0,115,0,0,0,0
"200",155,10,143,13,9,5,4
"201",166,9,136,10,9,3,4
"202",140,11,125,9,8,4,4
"203",137,10,125,8,14,5,5
"204",119,10,129,20,10,8,6
"205",1,0,0,0,0,0,0
"206",120,0,111,0,0,0,0
"207",145,10,127,13,16,5,6
"208",153,0,144,0,0,0,0
"209",166,11,150,12,14,6,3
"210",136,0,125,0,0,0,0
"211",0,0,1,0,0,0,0
"212",0,0,1,0,0,0,0
"213",136,9,138,15,11,7,6
"214",0,0,1,0,0,0,0
"215",0,0,1,0,0,0,0
"216",143,12,126,16,14,4,6
"217",131,7,133,8,11,3,4
"218",132,0,125,0,0,0,0
"219",137,0,135,0,0,0,0
"220",0,0,0,0,0,0,0
"221",119,15,116,13,12,5,6
"222",133,0,121,0,0,0,0
"223",147,0,129,0,1,0,1
"224",147,10,141,12,12,6,4
"225",133,1,125,0,1,0,0
"226",0,0,1,0,0,0,0
"227",141,12,130,14,14,3,6
"228",142,0,133,0,0,0,0
"229",0,0,1,0,0,0,0
"230",146,0,146,0,0,0,0
"231",145,0,128,0,0,0,0
"232",137,11,136,12,14,3,5
"233",140,10,146,10,16,3,6
"234",0,0,1,0,0,0,0
"235",0,0,0,0,0,0,0
"236",0,0,1,0,0,0,0
"237",152,0,146,0,0,0,1
"238",0,0,1,0,0,0,0
"239",0,0,1,0,0,0,0
"240",149,0,156,0,0,0,0
"241",150,0,123,0,0,0,0
"242",145,0,116,0,1,0,0
"243",137,0,120,0,0,0,0
"244",145,13,117,16,11,7,5
"245",132,0,112,0,0,1,0
"246",1,0,1,0,0,0,0
"247",0,0,0,0,0,0,0
"248",0,0,1,0,0,0,0
"249",0,0,1,0,0,0,0
"250",144,0,124,0,0,0,0
"251",131,8,153,14,12,3,7
"252",136,0,111,1,1,0,0
"253",140,0,143,0,0,0,0
"254",0,0,1,0,0,0,0
"255",132,8,129,11,8,5,5
"256",146,11,140,14,18,6,8
"257",158,0,137,0,0,0,0
"258",0,0,1,0,0,0,0
"259",0,0,1,0,0,0,0
"260",126,0,104,0,0,0,0
"261",130,1,136,0,1,0,0
"262",139,0,134,0,0,0,0
"263",147,11,135,11,8,10,5
"264",133,8,132,11,11,5,4
"265",120,0,126,0,0,0,0
"266",133,0,136,0,0,0,0
"267",156,0,160,0,0,0,0
"268",142,11,133,16,12,6,7
"269",132,7,115,14,10,3,3
"270",1,0,1,0,0,0,0
"271",142,0,120,0,0,0,0
"272",0,0,1,0,0,0,0
"273",104,0,115,0,0,0,0
"274",1,0,1,0,0,0,0
"275",151,0,134,0,0,0,0
"276",138,1,139,0,0,0,0
"277",134,16,118,17,15,5,5
"278",0,0,1,0,0,0,0
"279",144,15,151,18,15,8,6
"280",0,0,1,0,0,0,0
"281",145,10,143,15,9,3,6
"282",147,0,132,0,0,0,0
"283",140,8,145,12,13,6,5
"284",0,0,1,0,0,0,0
"285",139,11,150,12,11,4,4
"286",130,8,113,16,12,4,7
"287",125,0,114,0,1,0,0
"288",138,0,142,0,0,0,0
"289",139,10,130,10,15,7,4
"290",136,0,140,1,0,0,1
"291",121,0,128,0,0,0,0
"292",160,0,131,0,0,0,0
"293",122,12,141,15,9,4,4
"294",159,11,174,12,12,4,8
"295",0,0,1,0,0,0,0
"296",133,9,133,12,10,4,3
"297",0,0,1,0,0,0,0
"298",109,19,117,12,11,6,7
"299",145,0,122,0,0,0,0
"300",152,0,139,0,0,0,0
"301",0,0,1,0,0,0,0
"302",112,0,130,0,0,0,0
"303",127,0,121,0,2,0,0
"304",133,1,120,1,1,1,0
"305",126,11,111,13,12,7,5
"306",142,7,124,12,8,2,3
"307",143,12,125,14,13,3,6
"308",124,15,132,12,16,6,5
"309",139,8,145,12,14,6,5
"310",126,0,127,0,0,0,0
"311",137,14,112,14,14,5,6
"312",125,0,120,0,0,0,0
"313",140,0,147,0,0,0,0
"314",0,0,0,0,0,0,0
"315",170,10,136,12,11,5,6
"316",133,0,131,0,0,0,0
"317",141,0,154,0,0,0,0
"318",152,12,142,9,10,5,7
"319",0,0,1,0,0,0,0
"320",142,14,141,13,14,7,5
"321",149,0,139,1,1,0,0
"322",162,0,132,0,0,0,0
"323",135,0,114,0,0,0,0
"324",0,0,1,0,0,0,0
"325",155,16,145,16,14,4,7
"326",140,14,149,12,13,5,8
"327",135,0,138,1,0,0,0
"328",138,11,147,13,11,7,5
"329",149,15,131,13,14,9,4
"330",132,0,125,0,0,0,0
"331",150,0,123,0,0,0,0
"332",0,0,1,0,0,0,0
"333",140,0,134,0,0,0,0
"334",141,8,116,12,9,3,6
"335",0,0,1,0,0,0,0
"336",0,0,1,0,0,0,0
"337",130,0,128,0,0,0,1
"338",151,0,140,0,0,0,0
"339",130,0,134,0,0,0,0
"340",149,12,135,9,10,4,4
"341",1,0,1,0,0,0,0
"342",151,19,122,11,15,7,8
"343",136,7,115,13,8,4,4
"344",0,0,1,0,0,0,0
"345",138,10,124,20,13,6,5
"346",130,0,129,0,0,0,0
"347",145,1,144,0,0,0,0
"348",0,0,1,0,0,0,0
"349",152,10,129,13,11,3,6
"350",135,16,139,15,10,5,6
"351",127,0,132,0,0,0,0
"352",130,10,108,20,11,5,4
"353",137,0,130,0,0,0,0
"354",135,0,113,1,0,1,1
"355",133,12,132,14,13,4,5
"356",147,0,127,0,0,0,0
"357",140,0,133,0,0,0,0
"358",142,0,142,0,0,0,0
"359",115,8,136,10,10,2,7
"360",160,14,135,11,13,6,5
"361",128,0,101,0,0,0,0
"362",127,0,131,0,0,0,0
"363",110,0,114,0,0,0,0
"364",135,12,115,11,12,5,5
"365",1,0,1,0,0,0,0
"366",0,0,1,0,0,0,0
"367",0,0,1,0,0,0,0
"368",151,11,140,14,13,3,6
"369",141,0,131,0,0,0,0
"370",146,0,130,0,0,0,0
"371",0,0,1,0,0,0,0
"372",152,0,130,0,0,0,0
"373",0,0,1,0,0,0,0
"374",135,0,131,0,0,0,0
"375",160,8,147,10,11,5,5
"376",119,0,109,0,0,0,0
"377",143,0,130,0,0,0,0
"378",0,0,2,0,0,0,0
"379",1,0,1,0,0,0,0
"380",115,13,120,12,13,5,6
"381",134,14,128,13,14,7,5
"382",119,2,135,2,1,0,1
"383",0,0,1,0,0,0,0
"384",0,0,1,0,0,0,0
