"","age1.S","age2_no_comorbid.S","age2_comorbid.S","age3_no_comorbid.S","age3_comorbid.S"
"1",13,68,7,10,20
"2",10,89,9,7,14
"3",812,941,125,44,75
"4",15,69,10,10,12
"5",814,941,125,44,75
"6",16,85,11,15,14
"7",16,71,9,15,10
"8",814,941,125,44,75
"9",11,66,7,6,13
"10",814,941,125,44,75
"11",814,941,125,44,75
"12",9,43,5,10,11
"13",814,941,125,44,75
"14",6,57,6,8,15
"15",7,67,14,11,4
"16",814,941,125,44,75
"17",814,941,125,44,75
"18",11,70,13,4,12
"19",4,64,7,11,22
"20",5,65,9,9,13
"21",814,941,124,44,75
"22",813,941,125,44,75
"23",8,69,16,6,9
"24",814,941,125,44,75
"25",15,68,6,6,16
"26",8,61,9,7,13
"27",13,52,7,7,11
"28",18,63,9,6,16
"29",9,72,11,11,17
"30",814,941,125,44,75
"31",814,941,125,44,75
"32",13,80,9,7,5
"33",9,73,8,3,9
"34",814,939,125,44,75
"35",19,73,4,4,10
"36",14,76,3,3,9
"37",9,55,16,7,10
"38",10,68,6,10,12
"39",13,66,10,14,12
"40",11,83,10,11,17
"41",9,59,6,8,11
"42",814,941,125,44,75
"43",5,67,5,6,11
"44",814,941,125,44,75
"45",8,85,10,4,10
"46",814,941,125,44,75
"47",12,75,13,5,14
"48",814,941,125,44,75
"49",14,75,6,4,10
"50",15,64,9,12,18
"51",813,941,125,44,75
"52",12,69,9,7,9
"53",12,66,8,4,12
"54",7,59,4,5,14
"55",814,941,125,44,75
"56",11,78,11,8,13
"57",10,52,5,3,11
"58",7,70,12,6,8
"59",16,55,8,5,17
"60",14,72,8,12,14
"61",814,941,125,43,75
"62",11,63,8,9,10
"63",5,63,12,1,11
"64",15,75,12,9,15
"65",814,941,125,44,75
"66",7,63,4,5,15
"67",813,941,125,44,75
"68",6,54,11,8,6
"69",16,62,6,6,8
"70",14,67,12,11,12
"71",5,81,10,9,13
"72",814,941,125,44,75
"73",19,76,11,10,15
"74",8,81,9,10,13
"75",8,67,9,4,15
"76",814,941,125,44,75
"77",11,62,7,10,13
"78",8,59,6,9,15
"79",9,56,7,7,15
"80",814,941,125,44,75
"81",12,51,6,6,14
"82",13,64,10,5,10
"83",6,59,13,5,4
"84",21,67,15,6,16
"85",814,941,124,44,75
"86",13,72,12,11,9
"87",814,941,125,44,75
"88",11,59,6,9,13
"89",814,941,125,44,75
"90",10,70,5,4,12
"91",812,941,125,44,75
"92",5,61,11,10,14
"93",814,941,125,44,75
"94",10,69,8,2,11
"95",12,80,13,9,17
"96",17,56,9,11,17
"97",11,58,11,9,18
"98",8,69,9,7,15
"99",814,941,125,44,75
"100",13,69,8,7,11
"101",8,46,13,5,13
"102",7,51,7,7,7
"103",8,58,7,9,8
"104",814,941,125,44,75
"105",5,59,7,5,14
"106",814,941,125,44,75
"107",8,69,10,9,16
"108",5,59,14,11,15
"109",8,55,9,8,20
"110",814,941,125,44,75
"111",9,65,14,9,11
"112",6,65,5,7,13
"113",8,77,8,3,18
"114",7,73,10,7,15
"115",9,64,8,11,8
"116",11,63,8,4,14
"117",9,63,3,6,16
