"","age1_orange.O","age1_green.O","age2_no_comorbid_orange.O","age2_no_comorbid_green.O","age2_comorbid_green.O","age3_no_comorbid_green.O","age3_comorbid_green.O"
"1",148,0,129,0,0,0,0
"2",164,12,166,12,13,5,6
"3",130,0,132,0,0,0,0
"4",127,9,120,10,10,6,5
"5",139,7,127,14,12,6,6
"6",135,11,132,15,16,6,6
"7",138,12,143,12,14,5,6
"8",152,12,122,22,17,5,7
"9",144,15,149,18,16,5,7
"10",0,0,1,0,0,0,0
"11",136,13,122,17,13,5,5
"12",136,0,139,0,0,0,0
"13",154,10,126,13,18,4,8
"14",148,14,138,20,10,5,5
"15",0,0,1,0,0,0,0
"16",0,0,1,0,0,0,0
"17",140,16,118,19,11,6,7
"18",155,0,137,1,0,0,0
"19",147,15,131,19,11,5,6
"20",151,11,149,14,17,4,7
"21",140,14,140,14,14,6,8
"22",154,11,137,12,17,5,6
"23",130,12,143,15,16,5,5
"24",160,13,154,11,14,5,6
"25",147,9,143,10,15,4,5
"26",155,14,155,13,14,4,8
"27",0,0,1,0,0,0,0
"28",127,0,140,0,0,0,0
"29",166,8,140,14,9,4,4
"30",138,2,133,0,1,0,1
"31",144,14,150,14,15,3,7
"32",144,10,134,10,11,3,5
"33",181,12,165,12,18,4,8
"34",154,13,143,17,15,7,6
"35",151,14,135,13,17,6,7
"36",137,8,119,15,10,3,6
"37",134,10,135,11,13,5,6
"38",134,12,125,16,15,6,3
"39",141,7,130,13,21,4,7
"40",0,0,1,0,0,0,0
"41",123,12,126,13,13,4,6
"42",144,13,152,10,13,4,5
"43",123,12,125,12,11,5,5
"44",140,0,127,0,0,0,0
"45",0,0,1,0,0,0,0
"46",148,13,127,16,16,6,5
"47",0,0,1,0,0,0,0
"48",0,0,1,0,0,0,0
"49",148,0,130,0,1,0,0
"50",157,10,132,13,10,4,6
"51",151,15,146,16,16,5,7
"52",133,7,134,6,10,3,3
"53",1,0,1,0,0,0,0
"54",163,10,151,10,10,3,4
"55",116,10,139,10,12,5,6
"56",144,12,106,19,17,6,6
"57",141,11,139,13,18,5,6
"58",149,12,140,18,16,5,8
"59",156,14,135,14,19,5,7
"60",169,14,155,14,16,4,5
"61",0,0,1,0,0,0,0
"62",132,10,124,15,15,3,5
"63",127,9,119,12,10,5,4
"64",0,0,1,0,0,0,0
"65",137,0,125,0,1,0,1
"66",167,8,150,15,14,5,5
"67",154,16,137,20,18,5,6
"68",159,13,153,12,11,5,6
"69",145,15,126,23,17,5,7
"70",165,0,135,0,0,0,0
"71",146,1,140,0,0,0,0
"72",136,0,125,0,1,0,0
"73",144,0,135,0,0,0,0
"74",128,10,138,16,18,7,6
"75",138,13,153,6,8,5,3
"76",0,0,1,0,0,0,0
"77",135,15,150,10,11,7,5
"78",150,14,130,14,14,7,6
"79",124,20,125,17,17,10,9
"80",155,14,137,21,16,7,7
"81",140,11,140,15,13,6,5
