"","age1.E","age2_no_comorbid.E","age2_comorbid.E","age3_no_comorbid.E","age3_comorbid.E"
"1",99,102,102,103,103
"2",38,1,39,40,40
"3",162,166,166,168,168
"4",166,170,170,172,172
"5",84,87,87,89,89
"6",209,213,213,214,214
"7",148,151,151,153,153
"8",198,201,201,203,203
"9",15,1,15,15,15
"10",90,93,93,95,95
"11",251,255,255,257,257
"12",101,106,106,108,108
"13",323,1,327,329,329
"14",7,1,7,7,7
"15",195,198,198,200,200
"16",140,144,144,146,146
"17",268,272,272,275,275
"18",203,207,207,209,209
"19",103,106,106,107,107
"20",112,117,117,119,119
"21",157,160,160,162,162
"22",348,1,352,354,354
"23",250,1,253,254,254
"24",18,1,18,18,18
"25",24,1,24,24,24
"26",10,1,10,10,10
"27",83,86,86,88,88
"28",366,1,366,366,366
"29",215,219,219,222,222
"30",237,1,241,242,242
"31",106,109,109,111,111
"32",17,1,17,17,17
"33",58,60,60,62,62
"34",141,145,145,147,147
"35",18,1,18,18,18
"36",17,1,17,17,17
"37",10,1,10,10,10
"38",238,241,241,243,243
"39",14,1,14,14,14
"40",111,116,116,119,119
"41",152,156,156,158,158
"42",8,1,8,8,8
"43",136,139,139,141,141
"44",289,1,293,294,294
"45",96,99,99,101,101
"46",76,80,80,82,82
"47",231,234,234,236,236
"48",265,1,270,272,272
"49",319,1,323,325,325
"50",18,1,18,18,18
"51",169,173,173,175,175
"52",150,154,154,157,157
"53",105,108,108,110,110
"54",14,1,14,14,14
"55",177,181,181,182,182
"56",307,1,311,313,313
"57",233,237,237,239,239
"58",78,81,81,83,83
"59",210,214,214,216,216
"60",11,1,11,11,11
"61",17,1,17,17,17
"62",123,126,126,128,128
"63",231,235,235,237,237
"64",149,153,153,155,155
"65",16,1,16,16,16
"66",229,232,232,234,234
"67",91,94,94,96,96
"68",97,100,100,102,102
"69",103,106,106,108,108
"70",271,275,275,277,277
"71",206,210,210,212,212
"72",159,1,163,165,165
"73",315,1,319,321,321
"74",136,139,139,141,141
"75",15,1,15,15,15
"76",174,179,179,181,181
"77",108,112,112,115,115
"78",154,157,157,159,159
"79",11,1,11,11,11
"80",94,97,97,99,99
"81",98,101,101,103,103
"82",97,101,101,103,103
"83",223,227,227,229,229
"84",102,106,106,107,107
"85",115,118,118,120,120
"86",13,1,13,13,13
"87",237,241,241,243,243
"88",14,1,14,14,14
"89",12,1,12,12,12
"90",12,1,12,12,12
"91",119,122,122,124,124
"92",130,134,134,136,136
"93",70,73,73,75,75
"94",15,1,15,15,15
"95",294,1,299,301,301
"96",143,147,147,149,149
"97",167,171,171,173,173
"98",22,1,22,22,22
"99",12,1,12,12,12
"100",290,1,293,295,295
"101",79,82,82,84,84
"102",21,1,21,21,21
"103",8,1,8,8,8
"104",9,1,9,9,9
"105",79,82,82,85,85
"106",163,166,166,168,168
"107",11,1,11,11,11
"108",220,224,224,227,227
"109",100,103,103,105,105
"110",15,1,15,15,15
"111",149,152,152,153,153
"112",103,106,106,108,108
"113",52,54,54,55,55
"114",162,166,166,168,168
"115",48,50,50,52,52
"116",14,1,14,14,14
"117",172,176,176,178,178
"118",134,137,137,139,139
"119",291,295,295,297,297
"120",60,62,62,64,64
"121",17,1,17,17,17
"122",136,139,139,141,141
"123",129,133,133,135,135
"124",128,132,132,133,133
"125",10,1,10,10,10
"126",16,1,16,16,16
"127",82,85,85,87,87
"128",11,1,11,11,11
"129",246,249,249,251,251
"130",256,1,259,261,261
"131",246,250,250,252,252
"132",15,1,15,15,15
"133",135,138,138,140,140
"134",17,1,17,17,17
"135",143,147,147,148,148
"136",14,1,14,14,14
"137",9,1,9,9,9
"138",161,164,164,166,166
"139",266,1,271,273,273
"140",17,1,17,17,17
"141",81,84,84,86,86
"142",14,1,14,14,14
"143",6,1,6,6,6
"144",90,93,93,94,94
"145",146,149,149,151,151
"146",96,113,113,115,115
"147",125,129,129,131,131
"148",330,1,335,337,337
"149",127,131,131,133,133
"150",17,1,17,17,17
"151",181,185,185,187,187
"152",13,1,13,13,13
"153",90,93,93,95,95
"154",99,103,103,106,106
"155",72,75,75,76,76
"156",18,1,18,18,18
"157",194,198,198,200,200
"158",228,232,232,233,233
"159",99,102,102,104,104
"160",14,1,14,14,14
"161",129,133,133,135,135
"162",14,1,14,14,14
"163",11,1,11,11,11
"164",14,1,14,14,14
"165",15,1,15,15,15
"166",146,150,150,152,152
"167",263,1,266,268,268
"168",10,1,10,10,10
"169",124,128,128,130,130
"170",114,118,118,120,120
"171",266,1,270,272,272
"172",128,132,132,134,134
"173",125,129,129,130,130
"174",176,180,180,182,182
"175",92,95,95,97,97
"176",127,133,133,136,136
"177",198,202,202,204,204
"178",19,1,19,19,19
"179",228,232,232,234,234
"180",15,1,15,15,15
"181",10,1,10,10,10
"182",140,143,143,145,145
"183",110,114,114,116,116
"184",122,125,125,127,127
"185",69,72,72,74,74
"186",99,103,103,105,105
"187",12,1,12,12,12
"188",8,1,8,8,8
"189",191,194,194,195,195
"190",223,227,227,230,230
"191",173,1,176,178,178
"192",99,103,103,105,105
"193",188,191,191,193,193
"194",87,89,89,91,91
"195",11,1,11,11,11
"196",210,213,213,215,215
"197",198,203,203,205,205
"198",190,193,193,195,195
"199",127,133,133,136,136
"200",146,149,149,151,151
"201",136,139,139,141,141
"202",10,1,10,10,10
"203",305,310,310,312,312
"204",11,1,11,11,11
"205",142,146,146,148,148
"206",86,90,90,92,92
"207",15,1,15,15,15
"208",126,132,132,135,135
"209",74,77,77,79,79
"210",159,162,162,164,164
"211",96,99,99,101,101
"212",14,1,14,14,14
"213",226,230,230,232,232
"214",73,89,89,91,91
"215",19,1,19,19,19
"216",11,1,11,11,11
"217",17,1,17,17,17
"218",9,1,9,9,9
"219",279,283,283,285,285
"220",258,262,262,265,265
"221",150,154,154,156,156
"222",139,143,143,145,145
"223",206,210,210,212,212
"224",127,131,131,133,133
"225",13,1,13,13,13
"226",131,134,134,136,136
"227",134,137,137,139,139
"228",52,54,54,55,55
"229",10,1,10,10,10
"230",90,94,94,96,96
"231",114,1,117,119,119
"232",93,96,96,97,97
"233",114,120,120,123,123
"234",12,1,12,12,12
"235",11,1,11,11,11
"236",19,1,19,19,19
"237",13,1,13,13,13
"238",88,92,92,94,94
"239",203,207,207,209,209
"240",10,1,10,10,10
"241",13,1,13,13,13
"242",209,213,213,215,215
"243",153,157,157,159,159
"244",119,123,123,124,124
"245",78,82,82,83,83
"246",11,1,11,11,11
"247",121,124,124,126,126
"248",17,1,17,17,17
"249",244,1,247,249,249
"250",156,160,160,162,162
"251",219,223,223,225,225
